,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3219,honda city,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.5
3225,honda city,Coimbatore,2012,60908,Petrol,Automatic,Second & Above,15.6,1497.0,116.3,5.0,6.42
3231,hyundai i20,Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,4.75
3240,maruti swift,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.15
3241,toyota corolla,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,8.25
3245,maruti swift,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.31
3246,honda jazz,Kochi,2016,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.2
3248,volkswagen polo,Kochi,2011,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.32
3249,honda civic,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.75
3250,toyota etios,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.7
3251,hyundai verna,Chennai,2016,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.5
3255,maruti baleno,Delhi,2016,17000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.9
3256,honda jazz,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5.9
3260,skoda rapid,Mumbai,2014,35000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,4.5
3271,hyundai santro,Bangalore,2008,35268,Petrol,Manual,Second & Above,18.822213351075625,1086.0,62.0,5.0,1.88
3273,maruti baleno,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29
3276,maruti alto,Jaipur,2009,63000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
3279,hyundai santro,Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086.0,62.1,5.0,3.32
3282,renault kwid,Hyderabad,2016,48000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4
3285,hyundai grand,Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.45
3288,maruti swift,Delhi,2010,72425,Petrol,Manual,Second & Above,17.5,1197.0,85.8,5.0,2.45
3292,honda city,Delhi,2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.9
3294,chevrolet beat,Pune,2011,48000,Petrol,Manual,Second & Above,18.6,1199.0,79.4,5.0,1.8
3296,honda jazz,Mumbai,2015,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.9
3297,nissan micra,Jaipur,2010,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.25
3298,maruti ciaz,Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,8.89
3302,maruti alto,Hyderabad,2016,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.95
3303,honda brio,Chennai,2013,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.3
3305,honda city,Jaipur,2007,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,2.3
3310,honda jazz,Chennai,2017,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.75
3320,hyundai i10,Kolkata,2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.21
3322,honda amaze,Delhi,2016,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,6.25
3323,honda civic,Mumbai,2007,69000,Petrol,Automatic,Second & Above,12.9,1799.0,130.0,5.0,2.25
3325,skoda superb,Ahmedabad,2010,48002,Petrol,Manual,Second & Above,13.14,1798.0,157.8,5.0,6.75
3333,hyundai i10,Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.0
3335,toyota corolla,Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3.95
3336,hyundai i10,Jaipur,2013,75049,Petrol,Manual,Second & Above,20.36,1197.0,78.9,5.0,3.0
3337,ford figo,Kochi,2018,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7
3338,maruti ritz,Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,6.14
3339,hyundai i20,Bangalore,2012,58000,Petrol,Automatic,Second & Above,15.0,1396.0,98.6,5.0,4.4
3344,hyundai eon,Kochi,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,4.45
3347,maruti swift,Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.93
3350,hyundai grand,Chennai,2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.9
3352,renault kwid,Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0
3353,hyundai xcent,Chennai,2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.8
3354,volkswagen vento,Pune,2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.33
3358,maruti celerio,Chennai,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.5
3359,maruti wagon,Pune,2010,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0
3361,audi a4,Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,9.5
3363,skoda rapid,Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,6.11
3364,hyundai i10,Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75
3367,maruti alto,Pune,2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4
3369,hyundai grand,Kolkata,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
3370,ford figo,Mumbai,2011,32000,Petrol,Manual,Second & Above,15.6,1196.0,70.0,5.0,2.15
3371,hyundai grand,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75
3372,maruti sx4,Mumbai,2010,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.45
3373,honda city,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15
3378,hyundai i10,Kochi,2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.27
3385,volkswagen polo,Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,7.53
3387,honda brio,Chennai,2012,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15
3388,ford figo,Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.84
3391,hyundai i10,Pune,2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55
3392,hyundai i20,Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8.9
3395,hyundai verna,Chennai,2012,36300,Petrol,Automatic,Second & Above,17.1,1591.0,121.4,5.0,7.5
3399,volkswagen polo,Mumbai,2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.35
3401,honda city,Kolkata,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4.75
3403,honda jazz,Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,9.15
3404,maruti swift,Jaipur,2006,125000,Petrol,Manual,Second & Above,16.1,1262.5791940018744,123.95847826488415,5.279646017699115,2.35
3411,maruti alto,Pune,2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.11
3412,toyota etios,Kochi,2013,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.57
3413,hyundai i20,Mumbai,2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.32
3414,hyundai i10,Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2
3416,hyundai eon,Hyderabad,2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.0
3419,maruti alto,Delhi,2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.15
3421,toyota corolla,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11.5
3422,hyundai santro,Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
3423,maruti swift,Kolkata,2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.95
3426,nissan micra,Kolkata,2011,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.65
3430,toyota etios,Chennai,2011,42000,Petrol,Manual,Second & Above,17.71,1197.0,78.9,5.0,3.75
3432,ford figo,Chennai,2015,32200,Petrol,Manual,Second & Above,18.16,1196.0,86.8,5.0,4.25
3445,maruti wagon,Jaipur,2005,115000,Petrol,Manual,Second & Above,17.3,1061.0,64.0,5.0,0.99
3449,volkswagen polo,Bangalore,2013,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.65
3451,hyundai grand,Bangalore,2014,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.4
3452,maruti swift,Kolkata,2014,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99
3459,hyundai i10,Chennai,2010,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
3460,honda jazz,Mumbai,2015,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.95
3463,volkswagen polo,Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,6.16
3465,honda amaze,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,4.5
3466,hyundai i20,Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.75
3468,hyundai grand,Kochi,2014,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.98
3474,volkswagen polo,Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.25
3476,hyundai i10,Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.0
3480,hyundai grand,Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
3481,hyundai i20,Mumbai,2015,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.65
3483,skoda rapid,Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,7.72
3487,hyundai i20,Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.72
3490,honda city,Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10.49
3495,maruti wagon,Pune,2010,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3
3501,toyota corolla,Bangalore,2016,16471,Petrol,Manual,Second & Above,14.28,1798.0,138.03,5.0,11.5
3504,maruti alto,Kolkata,2013,24027,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.01
3506,maruti wagon,Kolkata,2012,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.35
3508,honda brio,Chennai,2013,42320,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.9
3510,hyundai creta,Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.45
3512,honda amaze,Kochi,2017,61795,Petrol,Manual,First,17.8,1198.0,86.7,5.0,5.53
3514,honda city,Pune,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5
3516,hyundai santro,Pune,2011,65400,Petrol,Manual,First,18.822213351075625,1086.0,123.95847826488415,5.0,2.1
3519,volkswagen polo,Bangalore,2014,30000,Petrol,Manual,Second & Above,16.47,1198.0,74.0,5.0,5.25
3522,hyundai santro,Kochi,2012,66400,Petrol,Manual,First,18.822213351075625,1262.5791940018744,123.95847826488415,5.279646017699115,2.66
3529,maruti swift,Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.91
3530,chevrolet beat,Chennai,2010,66000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.19
3531,hyundai grand,Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.89
3532,ford figo,Coimbatore,2011,51593,Petrol,Manual,Second & Above,15.6,1196.0,70.0,5.0,3.47
3534,maruti swift,Pune,2010,75000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.85
3536,honda city,Kochi,2018,11966,Petrol,Manual,First,16.8,1497.0,116.3,5.0,10.28
3537,honda jazz,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.3
3541,hyundai i20,Kochi,2014,44525,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.65
3542,honda city,Jaipur,2009,86863,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.6
3549,honda amaze,Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.45
3554,hyundai verna,Kolkata,2014,19000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,5.25
3560,volkswagen vento,Chennai,2011,37000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.8
3561,skoda rapid,Kochi,2016,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.54
3562,volkswagen polo,Delhi,2012,52000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1
3564,toyota corolla,Kolkata,2009,45000,Petrol,Manual,Second & Above,14.53,1798.0,138.1,5.0,3.3
3566,hyundai i10,Hyderabad,2013,89000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.19
3568,honda city,Jaipur,2006,95000,Petrol,Manual,Second & Above,16.9,1497.0,100.0,5.0,2.11
3571,honda city,Bangalore,2011,65000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.2
3578,maruti baleno,Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5.74
3579,maruti swift,Hyderabad,2010,71000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3
3583,hyundai verna,Mumbai,2011,58000,Petrol,Manual,Second & Above,17.01,1591.0,121.3,5.0,4.0
3588,hyundai eon,Jaipur,2013,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.8
3592,honda amaze,Kochi,2015,51361,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94
3593,ford fiesta,Jaipur,2007,125000,Petrol,Manual,Second & Above,16.6,1388.0,68.0,5.0,1.5
3594,honda civic,Bangalore,2008,66000,Petrol,Manual,Second & Above,13.5,1799.0,130.0,5.0,3.25
3598,hyundai xcent,Pune,2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0
3599,hyundai i10,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.99
3600,honda amaze,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
3602,hyundai i10,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95
3603,renault kwid,Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
3605,maruti alto,Jaipur,2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75
3606,honda city,Delhi,2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.95
3607,mercedes-benz new,Delhi,2011,64000,Petrol,Automatic,Second & Above,11.74,1796.0,186.0,5.0,12.5
3609,volkswagen polo,Pune,2011,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,2.7
3611,honda city,Kochi,2011,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.83
3612,honda city,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25
3614,maruti sx4,Mumbai,2010,66000,Petrol,Manual,Second & Above,16.51,1586.0,103.2,5.0,2.46
3617,hyundai i20,Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.58
3619,honda city,Delhi,2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25
3623,maruti alto,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75
3627,honda city,Pune,2010,43000,Petrol,Manual,Second & Above,17.0,1497.0,118.0,5.0,4.21
3630,hyundai creta,Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.35
3635,hyundai verna,Pune,2013,37086,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,5.44
3639,hyundai i20,Pune,2012,56200,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,3.85
3641,renault kwid,Bangalore,2016,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
3643,hyundai verna,Hyderabad,2011,51500,Petrol,Manual,Second & Above,16.2,1599.0,103.2,5.0,2.6
3645,hyundai santro,Bangalore,2004,167000,Petrol,Manual,First,18.822213351075625,1086.0,123.95847826488415,5.0,1.35
3648,honda jazz,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.95
3652,maruti sx4,Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,3.51
3653,maruti baleno,Kochi,2018,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.54
3657,hyundai i20,Mumbai,2017,3900,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.45
3659,honda jazz,Delhi,2015,27000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,5.95
3660,honda brio,Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.9
3666,honda brio,Pune,2013,45000,Petrol,Manual,Second & Above,19.4,1198.0,86.8,5.0,3.25
3668,hyundai i10,Bangalore,2010,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45
3669,hyundai santro,Hyderabad,2007,57309,Petrol,Manual,First,17.0,1086.0,123.95847826488415,5.0,2.1
3676,maruti baleno,Pune,2016,27809,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.41
3678,hyundai xcent,Chennai,2014,51000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3.85
3680,skoda superb,Kolkata,2011,54895,Petrol,Manual,First,13.14,1798.0,160.0,5.0,7.5
3684,honda city,Mumbai,2015,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.75
3687,volkswagen polo,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.27
3689,honda city,Hyderabad,2008,73095,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.8
3691,hyundai grand,Pune,2016,13436,Petrol,Manual,Second & Above,18.9,1197.0,82.0,5.0,4.7
3692,ford fiesta,Pune,2008,76000,Petrol,Manual,Second & Above,16.6,1388.0,68.0,5.0,1.49
3695,honda city,Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.5
3698,maruti sx4,Mumbai,2012,51800,Petrol,Manual,First,15.5,1586.0,103.3,5.0,3.9
3699,honda city,Hyderabad,2007,81000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,3.25
3703,maruti wagon,Mumbai,2006,141537,Petrol,Manual,Second & Above,18.9,998.0,67.1,5.0,1.05
3709,honda city,Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
3716,honda city,Kochi,2015,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.57
3719,ford ecosport,Pune,2017,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,9.99
3721,honda city,Jaipur,2005,123000,Petrol,Manual,Second & Above,13.0,1493.0,100.0,5.0,1.1
3723,maruti alto,Chennai,2015,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.45
3732,maruti celerio,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.25
3734,hyundai i10,Delhi,2012,62282,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,2.9
3736,hyundai grand,Kochi,2018,43698,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.8
3737,hyundai grand,Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.22
3738,hyundai grand,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.87
3739,volkswagen polo,Delhi,2013,63000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.3
3740,honda city,Hyderabad,2007,91000,Petrol,Manual,Second & Above,17.7,1497.0,78.0,5.0,3.0
3743,hyundai verna,Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,7.5
3744,maruti alto,Hyderabad,2015,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.36
3748,hyundai i20,Kochi,2017,51612,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.11
3750,maruti alto,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.15
3751,honda amaze,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3.25
3754,honda civic,Mumbai,2008,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.35
3759,maruti alto,Mumbai,2017,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.25
3761,maruti celerio,Pune,2016,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
3762,skoda superb,Mumbai,2009,35000,Petrol,Automatic,Second & Above,13.7,1798.0,157.75,5.0,4.45
3765,maruti swift,Pune,2016,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.3
3766,ford ecosport,Mumbai,2017,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.0
3768,hyundai i20,Pune,2012,39000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75
3771,maruti baleno,Chennai,2017,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,6.95
3773,hyundai grand,Chennai,2015,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.5
3774,maruti ciaz,Kochi,2018,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18
3775,hyundai xcent,Jaipur,2014,12500,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.15
3777,maruti wagon,Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,4.11
3779,toyota etios,Kochi,2015,52207,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.56
3788,maruti alto,Kochi,2012,14814,Petrol,Manual,Second & Above,19.7,796.0,46.3,5.0,2.47
3790,hyundai eon,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.3
3792,hyundai eon,Hyderabad,2016,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
3796,ford fiesta,Chennai,2008,94873,Petrol,Manual,Second & Above,15.3,1596.0,101.0,5.0,1.85
3798,maruti baleno,Kochi,2018,18678,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.32
3801,hyundai i10,Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45
3802,hyundai grand,Mumbai,2017,13000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.15
3803,honda brio,Kochi,2014,74325,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.51
3805,volkswagen polo,Pune,2013,57000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.75
3806,honda city,Pune,2001,125943,Petrol,Manual,Second & Above,13.0,1493.0,100.0,5.0,1.45
3813,hyundai grand,Mumbai,2013,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
3815,honda amaze,Chennai,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.75
3817,hyundai i20,Chennai,2017,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95
3820,maruti alto,Chennai,2011,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.15
3821,maruti alto,Jaipur,2005,49000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.9
3822,maruti wagon,Kolkata,2016,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.5
3826,hyundai i20,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.23
3827,hyundai xcent,Bangalore,2016,50000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,2.5
3828,maruti wagon,Kochi,2015,50230,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.87
3832,hyundai santro,Chennai,2010,115000,Petrol,Manual,Second & Above,17.92,1086.0,62.1,5.0,1.5
3833,hyundai verna,Pune,2013,41500,Petrol,Manual,Second & Above,17.01,1591.0,121.3,5.0,5.0
3835,honda civic,Kochi,2011,56361,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,4.38
3836,audi a6,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,41.5
3837,maruti wagon,Kolkata,2017,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0
3841,hyundai verna,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,8.7
3844,hyundai i20,Kolkata,2016,19008,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.25
3845,hyundai verna,Kochi,2012,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,5.77
3846,maruti alto,Hyderabad,2010,94753,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.95
3848,maruti wagon,Delhi,2012,68347,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6
3849,hyundai i20,Ahmedabad,2011,72000,Petrol,Manual,Second & Above,17.0,1197.0,80.0,5.0,3.25
3853,honda brio,Pune,2013,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
3857,hyundai i10,Kolkata,2016,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.59
3858,maruti ciaz,Kochi,2016,43152,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.35
3860,hyundai grand,Coimbatore,2017,23540,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.02
3864,honda city,Bangalore,2014,62000,Petrol,Manual,Second & Above,17.4,1497.0,117.3,5.0,7.75
3866,hyundai i20,Kolkata,2015,35000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.43
3868,hyundai eon,Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.65
3870,toyota etios,Delhi,2011,36000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,3.2
3872,maruti alto,Kolkata,2008,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.1
3873,maruti celerio,Chennai,2015,57818,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.3
3879,honda jazz,Mumbai,2016,28500,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.95
3880,honda city,Mumbai,2015,28004,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.1
3883,maruti ertiga,Pune,2013,82543,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5
3884,nissan micra,Chennai,2013,30000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,3.25
3885,honda city,Hyderabad,2010,27800,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.0
3886,toyota etios,Coimbatore,2016,33415,Petrol,Manual,First,16.78,1496.0,88.73,5.0,6.58
3888,honda jazz,Kochi,2017,41981,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.14
3892,hyundai grand,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.72
3893,honda city,Delhi,2009,79782,Petrol,Manual,Second & Above,17.0,1497.0,118.0,5.0,2.6
3897,volkswagen vento,Pune,2013,65000,Petrol,Manual,Second & Above,15.04,1598.0,103.6,5.0,4.5
3900,maruti ertiga,Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.75
3903,honda city,Hyderabad,2011,66276,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
